index,URL,Title,Author,Year,Topic,Subtopic_1,Goal_Primary,User,COVID19,Media Mix,Interactive,Method,Tool,Awards,Picture,Link,Picture_name,Context: Online,Context: Offline,Art_Blog,Link_to_Sonification_Art_Blog,Link to news,Preview of the sonification on website,Thumbnail Image,Link to explanation,Description
497,WarmingStripes,Warming Stripes Sonification,"Chris Harrison, James Trayford, and Rose Shepherd",2024,Climate Change,Climate Change,Data Journalism,General Public,,DataViz,,Parameter Mapping,,Awards,,https://www.audiouniverse.org/research/sonifications/warming-stripes,WarmingStripes,,,,,,,,,
499,OrchestraElements,Orchestra of the Elements,Walker Smith,2024,Physical Sciences,Chemistry,Public Engagement,General Public,,Sound,,Parameter Mapping,,Awards,n,https://www.youtube.com/watch?v=lXRJbLVINZ8,,,,,,,,,,
501,VandalisingSigurRòs,Vandalising Sigur Ròs’s Hoppípolla to Inspire Action on Wildlife Decline,Edward J. Martin,2024,Life Sciences,Biology,Public Engagement,General Public,,Video,,Parameter Mapping,,Awards,,https://vimeo.com/1031069761,Vandalising,,,,,,,,,
504,Decoherence,The Sound of Decoherence,"Robson Christie, James Trayford",2024,Physical Sciences,Physics,Research,Researchers,,Sound,1,Parameter Mapping,,Awards,n,https://arxiv.org/abs/2412.17045v1,,,,,,,,,,
505,AudioAugmentedReality,Audio Augmented Reality Using Sonification to Enhance Visual Art Experiences: Lessons Learned,Abhraneil Dam; Yeaji Lee; Arsh Siddiqui; Wallace Santos Lages; Myounghoon Jeon,2024,Art&Humanities,Art,Public Engagement,General Public,,Sound,1,Parameter Mapping,,Awards,n,https://drive.google.com/drive/folders/1GtkBrIJNseZGagXizvqE_rNg8T74B8Gl?usp=share_link,,,,,,,,,,
507,BrokenNumbersBrokenWaves,"Broken Numbers, Broken Waves",¡wénrán zhào!,2024,Social Sciences,Society,Public Engagement,General Public,,DataViz,,Parameter Mapping,,Awards,n,https://theunthoughts.com/Broken-Numbers-Broken-Waves,,,,,,,,,,
509,OcularStethoscope,Ocular Stethoscope: Auditory Support for Retinal Membrane Peeling,"Sasan Matinfar, Shervin Dehghani, Michael Sommersperger, Koorosh Faridpooya, Merle Fairhurst, and Nassir Navab",2024,Health Sciences,Medicine,Monitoring,Domain Experts,,Sound,1,Parameter Mapping,,Awards,n,https://drive.google.com/drive/folders/11A0opeQuWjqSrmMDc41EqDLIdyPomH6S?usp=drive_link,,,,,,,,,,
512,Luminosity,Luminosity | SMACS 0723,"David Ibbett, Meredith Leich",2024,Physical Sciences,Astronomy,Art,General Public,,Sound,,Parameter Mapping,,Awards,,https://www.multiverseseries.org/votu,Luminosity,,,,,,,,,
513,NewYorkCityEvictions,New York City Evictions Sonification,Aura Walmer,2024,Social Sciences,Society,Data Journalism,General Public,,DataViz,,Parameter Mapping,,Awards,,https://www.youtube.com/watch?v=8h3_ijIudHo,NewYorkCityEvictions,,,,,,,,,
515,FieldSpectroscopy,Interactive Multimodal Integral Field Spectroscopy,"Adrián García Riber, Rubén García Benito and Francisco Serradilla",2024,Physical Sciences,Astronomy,Data Analysis,Domain Experts,,DataViz,,Parameter Mapping,,Awards,n,https://drive.google.com/file/d/1ekZKMjeg-vmT-yBYhOEWp3k9ttHY2nwd/view?usp=sharing,,,,,,,,,,
516,Balearisation,Balearisation,Burak Korkmaz,2024,Social Sciences,Society,Public Engagement,General Public,,DataViz,,Parameter Mapping,,Awards,,https://youtu.be/qsHD8NYLvzo,Balearisation,,,,,,,,,
519,Expo2024ExhibitHallMap,Vision Rehabilitation and Assistive Technology Expo 2024 Exhibit Hall Map,"Brandon Biggs, Nikita Alimbayev, Sam Tupy, Christopher Toth, Bruce Walker",2024,Art&Humanities,Urban Studies,Accessibility,General Public,,Sound,1,Parameter Mapping,,Awards,n,https://xrnavigation.io/sonification-awards-2024-application/,,,,,,,,,,
520,Ourthings,Our things - v2,Juliette Séjourné and Frédéric Bevilacqua,2024,Social Sciences,War,Art,General Public,,DataViz,1,Parameter Mapping,,Awards,,https://juliettesejourne.com/en/our-things/,Ourthings,,,,,,,,,
521,CarringtonEvent,The Carrington Event,Ben Dexter Cooley (St. Silva) and Duncan Geere (Loud Numbers),2024,Physical Sciences,Astronomy,Public Engagement,General Public,,Video,,Parameter Mapping,,Awards,,https://www.loudnumbers.net/carringtonevent,CarringtonEvent,,,,,,,,,
524,POLYSOMNOPHONY,POLYSOMNOPHONY. The Music of Sleep,"Cristian BOTA, under the moniker ONTIKON",2024,Health Sciences,Medicine,Art,General Public,,Sound,,Parameter Mapping,,Awards,n,https://www.youtube.com/live/qNki_xfwrlw,,,,,,,,,,
525,TotalSolarEclipse2024,Sonification of Total Solar Eclipse 2024,"Auralee Walmer, Nicolette Cash, Wenqing Yin, Teairis Majors, Brandon Biggs, Bruce N. Walker",2024,Earth Science,Earth Science,Public Engagement,General Public,,DataViz,,Parameter Mapping,,Awards,,https://www.youtube.com/watch?v=JhdgQsE3iIE&t=3s,TotalSolarEclipse2024,,,,,,,,,
526,Jdaviz,Sonification of Hyperspectral data in the NASA-MAST archive tool: Jdaviz,"James W. Trayford, C. M. Harrison , S. Youles , N. Bonne,  R.D. Shepherd , J. Averbukh, C. Pacifici",2024,Physical Sciences,Astronomy,Research,Researchers,,GUI,1,Parameter Mapping,1,Awards,n,https://drive.google.com/file/d/1iukCmvNGMCZgpVT-qqlIIqaRK-B6GieF/view?usp=sharing,,,,,,,,,,
527,Temporal Tide,Temporal Tide,Sound Obsessed,2024,Climate Change,Climate Change,Public Engagement,General Public,,DataViz,,Parameter Mapping,,Awards,n,https://soundobsessed-temporaltide.cargo.site/,,,,,,,,,,
448,HydrologicalSoundscapes,Hydrological Soundscapes,Ivan Horner and Benjamin Renard,2023,Physical Sciences,Earth Science,Research,General Public,,DataViz,1,Parameter Mapping,,Awards,,https://hydrologicalsoundscapes.github.io/,HydrologicalSoundscape,,,,,,,,,An interactive web app to explore the diversity of river hydrological regimes in the world
449,MansWorld,Sonifriday: This is a man's world (almost),"Berit Kruse, Christian Basl",2023,Social Equality,Art,Public Engagement,General Public,,Sound,,Autographic Sonification,,Awards,,https://www.instagram.com/reel/CnXHir5qN5Y/?igshid=YmMyMTA2M2Y%3D,manworld,,,,,,,,,"According to a data analysis from “Der Spiegel” (2019), women in the German Bundesteag have had a speaking share of 30 per cent. But it depends in which party they are in. For the sonification, we wanted to know: What would a compressed session of the Bundestag sound like in terms of the distribution of speeches between men and women? Therefore, we recorded more than 30 samples of speeches from all parties and both genders. For the sound, we distributed the samples according to the proportion of speeches - men in the left headphone, women in the right."
450,EveryGravitationalWave,Sonification of Every Gravitational Wave,"SYSTEM Sounds (M. Russo, A. Santaguida)",2023,Physical Sciences,Astronomy,Public Engagement,General Public,,DataViz,,Parameter Mapping,,,,https://www.system-sounds.com/gravitational-waves/,EveryGravitationalWave,,,,,,,,,"Every confirmed gravitational wave detection to date is sonified with audification. The time between each is compressed so that 4.5 years takes only 1 minute 15 seconds.

The artist gave us permission to use the illustration here: 

https://www.ligo.caltech.edu/page/press-release-gw170104 

in case you'd like to use it as the thumbnail. Thanks!"
451,LandMusic,Land Music,Nessun Dharma,2023,Epidemiology,Epidemiology,Public Engagement,General Public,1,Sound,,Parameter Mapping,,Awards,,https://www.nessundharma.com/landmusic,LandMusic,,,,,,,,,"Land Music is a territory-specific data-driven performance created for Bergamo Brescia Capitale Italiana della Cultura 2023. It consists in making all the bell towers present on the over 7,500km2 of territory simultaneously concerted; resulting in the spatially largest concert ever performed

At 8pm each bell tower rang and performed a number of strokes equal to the victims caused by the pandemic in the parishes and municipalities which the bell tower belongs to. This will create an ""extended concert"" which will symbolically unite the two provinces.

Land Music happened on March 18, 2023, the national day in memory of the victims of Covid."
452,Requiem448,Requiem 448,Nessun Dharma,2023,Epidemiology,Epidemiology,Public Engagement,General Public,1,DataViz,,Parameter Mapping,,,,https://www.nessundharma.com/opera/requiem448,Requiem448,,,,,,,,,"Requiem448 is a multimedia work of generative art and data sonification based on the Covid-19 data from Bergamo and Brescia, created by Nessun Dharma.

It is numerically generated using the Istat database, which contains information about the Covid-19 victims in the provinces of Bergamo and Brescia. In the temporal development of the audiovisual flow, each second of the piece corresponds to a day, from January 1, 2020, to March 18, 2022, which marked the first celebration of the national day established in memory of the pandemic victims. The number of sound and visual events per second equals the number of deaths that day. The dramatic development of the work follows moments of high intensity caused by the so-called ""waves"" and moments of relative calm.

The aesthetics of Requiem448 combine polyrhythms of idiophone timbres with data visualization."
453,Biokāu,Biokāu: Music Generated by Plants From San Luis Potosí ,"Jalil Cervantes aka ""Jaxcan""",2023,Climate Change,Climate Change,Public Engagement,General Public,,Sound,,Parameter Mapping,,Awards,,https://www.youtube.com/channel/UCrTAyu6zl15Ounc6luYmo6A,Biokāu,,,,,,,,,"Jaxcan is an electronic artist based in San Luis Potosí, México, his work reflects on anthropocentrism and the environment, through music generated by circadian rhythms of endemic plants connected to synthesizers, generating a natural dialogue between plant and human. All species are included in the Semarnat NOM 059 of the Mexican government. The project tries to sensitize people about climate change."
454,SolarSystemOrbitalData,Solar System Orbital data,Philip Bergstrom,2023,Physical Sciences,Astronomy,Art,General Public,,DataViz,1,Parameter Mapping,1,,,https://github.com/phber/harmonices-mundi,SolarSystemOrbitalData,,,,,,,,,A sonification and visualization of planet orbits in the solar system which can be interacted with. The sonification was made for the purposes of art and education.
455,CosmicHarmonies,Cosmic Harmonies: Sonifications From NASA Telescopes,"NASA/CXC/SAO/K.Arcand, SYSTEM Sounds (M. Russo, A. Santaguida)",2023,Physical Sciences,Astronomy,Public Engagement,General Public,,Video,,Parameter Mapping,,,,https://chandra.si.edu/photo/2023/sonify7/,CosmicHarmonies,,,,,,,,,"Multi-wavelength image sonifications of R Aquaria, Stephan's Quintet, and the Sombrero Galaxy."
456,SpidersSong,Spiders Song: The Music of Evolution (Phylogenetic Sonification),Future Ecologies,2023,Life Sciences,Biology,Art,General Public,,Video,,Parameter Mapping,,,,https://www.youtube.com/watch?v=Z8c7rvGrNko,SpidersSong,,,,,,,,,"This is a sonification of phylogeny: the evolutionary relationships of a group of organisms. This example has been tailor made to a particular group, the paradise jumping spiders (genus Habronattus), but it is driven by a generative music system that may be adapted for any other tree of life — any group of species, or phylogenetic dataset. It is built in Max/MSP, plus a python script that converts Annotated Newick phylogenetic data into JSON, and released under a GNU-GPLv3 license.

Accompanying this sonification is a 2-part podcast, 96 minutes in total, featuring original music and sound design. Part 1 illustrates evolutionary dynamics as a metaphorical song and dance, exemplified in detail by jumping spiders: an astonishingly diverse group of spiders who literally sing and dance. Part 2 unpacks the practice of data sonification, introduces the newly released sonification system with its musical output, and discusses the role of beauty in science. That can be heard at https://www.futureecologies.net/listen/fe-5-1-spiders-song

The source code and details on the parameter mappings may be found at https://github.com/bowlneudel/spiders-song/ Can you hear the patterns of evolution? Data sonification, the sonic equivalent of data visualization, has found applications in many scientific fields, but never before in phylogenetics: the study of evolutionary relationships. This is the story of many related species expressed as music. 

This sonification system is intended as an experimental platform for evolutionary biologists to explore and communicate their data through sound, and for musicians to take inspiration from biodiversity. The patch is open source (GNU-GPLv3)Can you hear the patterns of evolution? Data sonification, the sonic equivalent of data visualization, has found applications in many scientific fields, but never before in phylogenetics: the study of evolutionary relationships. This is the story of many related species expressed as music. 

This sonification system is intended as an experimental platform for evolutionary biologists to explore and communicate their data through sound, and for musicians to take inspiration from biodiversity. The patch is open source (GNU-GPLv3)"
457,HumanMyozinProtein,Human Myozin III Protein Sonification,Adomas Palekas,2023,Life Sciences,Biology,Art,General Public,,Sound,,Parameter Mapping,,Awards,n,https://soundcloud.com/someplastic/spectrum-of-mutations-myosin-iii?si=84e91d2443144e57ba097da36c254934&utm_source=clipboard&utm_medium=text&utm_campaign=social_sharing,,,,,,,,,,"Sonification of the primary structure of human protein Myozin III. Myozin III is responsible for development of stereocilia – the hairs of the hearing cells in our cochlea. Mutations in the myosin-III coding gene cause the protein to mis-develop and lead to hereditary hearing loss. 

Following the two protein sequences parallelly – the healthy (L channel) and the mutated (R channel) – we encounter a sonic shift with every amino acid misalignment. Each sonic event (a note) represents an amino acid. The scale was derived from respectable molecular masses and duration of every event from hidrophobicity index.  As the piece progresses and the mutation count rises, the correlated sequences get more and more misaligned, leading to an increasingly degraded sense of pitch, rhythm, and amplitude.

It's a comparative sonic analysis aimed to portray how even miniscule genetic misalignments result in a radical cascading change of perceptive and functional meaning in the genetic code - amino acid sequence."
458,Howweecho,Sonifriday: How we echo,"Berit Kruse, Christian Basl",2023,Internet,Internet,Data Journalism,General Public,,Video,,Parameter Mapping,,Awards,n,https://www.instagram.com/sonifriday/reel/CrlakAzqvAG/,,,,,,,,,,"Behind our intentional clicks and taps in browsers lies a hidden world: The world of first- and third-party requests. 🦥🕸🌳 When we browse our way through the digital jungle of information, we leave footprints 👣 By opening a website or searching for something on Google, we tell the servers what we want to know from them. So, with every click or tap, we send some data.🤳

But almost every click sends our data to dozens of other URLs. Some are necessary to give you what you want. But others, like third-party requests, use your data for advertising and business. In that way, we create an unintentional echo in the virtual world.

For this week’s sonification we tracked our activity in the browser for one month to uncover that hidden world:

🔍 In 47 percent of the cases, our data got sent to 10 or less URLs
🔍 In 16 percent of the cases between 10 and 20 URLs.
🔍But in 10 percent of the cases, our data got even sent to 30-40 different URLs."
459,Fromskytoglass,Sonifriday: From sky to glass,"Berit Kruse, Christian Basl",2023,Earth Science,Earth Science,Data Journalism,General Public,,Video,,Parameter Mapping,,Awards,n,https://www.instagram.com/sonifriday/reel/Cwp7h6VtyZr/,,,,,,,,,,"Our cities aren’t safe for birds: Each and every year, millions of them lose their lives due to window collisions. However, these deaths usually remain more or less unseen. Some projects document the problem, for example the Global Bird Collision Mapper. For this sonification, we used their data to show what one hour of birds dying in Toronto could sound like in a minute."
460,Earlybirds,Sonifriday: Early birds,"Berit Kruse, Christian Basl",2023,Earth Science,Earth Science,Data Journalism,General Public,,Video,,Parameter Mapping,,Awards,n,https://www.instagram.com/sonifriday/reel/CxfPqgzqezM/,,,,,,,,,,"Did you know birds in Germany start singing about one and a half hours before sunrise?  If you started your day that early, this is what you would hear: 80 minutes before sunrise in 80 seconds of bird songs."
461,DataSonifyer,DataSonifyer,Christian Basl,2023,Tool,Art,Public Engagement,General Public,,GUI,,Parameter Mapping,1,,,https://datasonifyer.de/en/,DataSonifyer,,,,,,,,,"DataSonifyer is a free sonification-tool: It requires no coding skills and gives a lot of opportunities of turning data into sound. DataSonifyer allows you to present your data as pitch, amplitude, envelope, rhythm, cutoff-frequency for filters or as effect. For each of this musical parameters, DataSonifyer has its own module: That means, you can combine multiple datasets for one sonification. DataSonifyer also lets you export and record sonifications for podcasts, radioshow and wherever you want to use sonifications.  

DataSonifyer was developed by Christian Basl with a fund of the German Innovationfund by the ""Wissenschaftspressekonferenz"" in 2023."
462,NOAAseasurfacetemperature,Brasil - R script - NOAA sea surface temperature 1981 - 2022,Carlos Pacheco,2023,Earth Science,Earth Science,Research,Domain Experts,,DataViz,,Parameter Mapping,,,n,https://youtu.be/xz57UlakZwI?si=dvmVXFV6gaeYd4LF,,,,,,,,,,"Data sonification based on NOAA sea surface temperature from december 1981 to december 2022,  coordinates 42.5W,24.5S

R ccript that assess data to determine key signature, asigns notes, duration and volume upon key signature.

Chords generated within the R script. Script sensitive to the notes on each bar, chords I, IV and V are generated based upon those notes. Animated dot follows temperature, notes and rhythm, changes color depending on sea surface temperature. Key signature, chords and bars displayed on screen

Melody instrument changes to viola when bar with max temperature is played, changes to pizzicato when bar with min temperature is played, animated dot size changes on those bars, bigger for max temperature, smaller for min temperature

Color plot line changes to max color when bar with max temperature is played, changes to min color when bar with min temperature is played, chords are played in natural form and first and second inversion based on notes on respective bar, script modified so second inversion is played on root and fifth too"
463,Seasons,Seasons,Mia Forrest,2023,Life Sciences,Biology,Art,General Public,,Artifact,,Acoustic Sonification,,,,https://www.mia-forrest.com/seasons,Seasons,,,,,,,,,"Using sensors to measure the fluctuations in electrical conductivity from botanical specimens, yields audible rhythmic and melodic information when processed through a digital audio workstation. The biodata is then amplified through a low-frequency vibration generator beneath paper, imbuing fine raw pigments into a state of perceived automatism upon the paper. The emergent patterns are governed by a naturally occurring phenomenon known as cymatics - the occurrence of sound made visible - where nodal and antinodal patterns are shaped by resonance and vibration. The autonomous mark making of pigments and crossover patterns reveal an abstract impressionistic landscape; a nod to the source itself. In processing the sonification inherent in botanicals, and using that biodata to autonomously “paint” resonant patterns, we can view this work as a generative instance. Furthermore, the “randomness” of the rhythmic pattern that resonates onto the paper, is determined by the health and chemistry of the plant, as well as the environmental factors (temperature, time of day): these parameters allow the form to emerge. Nature IS the algorithm. To set the image, for hours my kabuki brush swirls the emergent patterns of pigment into the paper, rendering a gaussian blur as each colour graduates into the other. I enjoy the physicality and meditative surrender as I trace the made marks into lush gradients with my brush, with full trust in the guidance from its source. I view the work as an intimate collaboration between nature, its hidden intrinsic energetic code, and myself. The work is a testament to my ongoing dedication to ""nature as muse""."
464,EruptionKilaueavolcano,The 2008-2018 eruption of Kīlauea volcano,Leif Karlstrom,2023,Earth Science,Earth Science,Research,Domain Experts,,DataViz,,Audification,,,,https://vimeo.com/824975074?share=copy,EruptionKilaueavolcano,,,,,,,,,"Seismic and geodetic data (three different datasets, different sonification approach for each) spanning 10 years of open vent eruption at Kilauea volcano, HI. Includes aural key. 
Part of the article ""Earth is Noisy. Why should its data be silent""
https://eos.org/science-updates/earth-is-noisy-why-should-its-data-be-silent"
465,CalderacollapseKilaueavolcano,The 2018 caldera collapse sequence at Kīlauea volcano,Leif Karlstrom,2023,Earth Science,Earth Science,Research,Domain Experts,,DataViz,,Audification,,Awards,,https://vimeo.com/823231642?share=copy,caldera,,,,,,,,,"Seismic catalog data (direct sonifications of waveform data, with two speed factors to place sonified events into temporal context, then panned L/R to represent distance from listener) spanning the 2018 caldera collapse sequence at Kilauea volcano, HI. Includes aural key. 
Part of the article ""Earth is Noisy. Why should its data be silent""
https://eos.org/science-updates/earth-is-noisy-why-should-its-data-be-silent"
472,StarsAppear,Stars Appear Above the Night Sky - Virtual Reality Version,"James Trayford, Chris Harrison, Nic Bonne",2023,Physical Sciences,Astronomy,Research,General Public,,DataViz,,Parameter Mapping,,,,https://www.youtube.com/watch?v=e0Cc_x7M-i4,StarAppears,,,,,,,,,
473,Hearingblackholewinds,Hearing black hole winds,"James Trayford, Chris Harrison",2023,Physical Sciences,Astronomy,Research,General Public,,DataViz,,Parameter Mapping,,,,https://www.youtube.com/watch?v=Z0rsZiIqcbc,Hearingblackholewinds,,,,,,,,,
474,SimulatedGalaxyProperties,Sonification of simulated galaxy properties from EAGLE simulations,James Trayford,2023,Physical Sciences,Astronomy,Research,General Public,,DataViz,,Parameter Mapping,,,,https://www.youtube.com/watch?v=Re9igO58sAw,SimulatedGalaxyProperties,,,,,,,,,
476,FloodsandHeavyPrecipitation,Floods and Heavy Precipitation in the World,Benjamin Renard,2023,Earth Science,Earth Science,Research,General Public,,DataViz,,Parameter Mapping,,,,https://vimeo.com/802751683,FloodsandHeavyPrecipitation,,,,,,,,,
479,ChileNOAATemperature,Chile - R script - NOAA sea surface temperature as music 1981 - 2022,Carlos Pacheco,2023,Earth Science,Earth Science,Research,General Public,,DataViz,,Parameter Mapping,,,n,https://www.youtube.com/watch?v=kZZu_k0wFPk,,,,,,,,,,
486,Stromatolive,Stromatolive,"Qingyu Zhang, Herun Chen",2023,Earth Science,Earth Science,Research,General Public,,Sound,,Parameter Mapping,,Awards,n,https://drive.google.com/file/d/1CrNvKY_UASk-Zl7I6ufPwBunour9FYfF/view?usp=sharing,,,,,,,,,,
487,TheCave,The Cave,"Qingyu Zhang, Linya Shi",2023,Life Sciences,Biology,Art,General Public,,Video,,Autographic Sonification,,Awards,n,https://drive.google.com/drive/folders/1zN6MahSRoY0nwyjcUOzTevFBXAwfaqzm?usp=drive_link,,,,,,,,,,
492,TheReef,The Reef (2023),Maria Kallionpää,2023,Climate Change,Climate Change,Art,General Public,,Sound,,Parameter Mapping,,Awards,n,https://drive.google.com/file/d/14dVUnstM6nq-FkuoAwEomMgVWpCXDB-e/view?usp=sharing,,,,,,,,,,
495,BristolBurning,Bristol Burning,Miriam Quick / Loud Numbers,2023,Social Sciences,Society,Public Engagement,General Public,,Video,,Parameter Mapping,,Awards,,https://vimeo.com/883242678,BristolBurning,,,,,,,,,
498,MagmaDynamicsKīlauea,A decade of magma dynamics at Kīlauea volcano 2008-2018,"Leif Karlstrom, Ben Holtzman, Anna Barth, Josh Crozier, Arthur Pate",2023,Earth Science,Earth Science,Research,Domain Experts,,DataViz,,Parameter Mapping,,Awards,,https://vimeo.com/828509475?share=copy#t=0,MagmaDynamics,,,,,,,,,
502,AxialSeamountEruption,The 2015 Axial Seamount Eruption,"Jon Bellona, Amy Bower, Leslie Smith, Jessica Roberts",2023,Earth Science,Earth Science,Public Engagement,General Public,,Sound,,Parameter Mapping,,Awards,n,https://samply.app/player/qRKlQUoRe1n8TWDZOhTn/,,,,,,,,,,
